1,<absent>,<absent>,1,2.1,1,N,142,43,2,8,3,0.5,0,0,0.3,11.8,2.5,null
1,<absent>,<absent>,1,0.2,1,N,238,151,2,3,0.5,0.5,0,0,0.3,4.3,0,null
